min_bbox_area,min_mask_area,min_final_score,transition_start,window,success,first_recovery_frame
1000,4000,0.5,001724,12,True,001724
1000,4000,0.5,002185,12,True,002185
1000,4000,0.55,000000,12,True,000000
1000,4000,0.55,001251,12,True,001260
1000,4000,0.55,001724,12,True,001724
1000,4000,0.55,002185,12,True,002225
1000,4000,0.6,000000,12,True,000022
1000,4000,0.6,001251,12,True,001276
1000,4000,0.6,001724,12,False,
1000,4000,0.6,002185,12,False,
1000,5000,0.4,000000,12,True,000000
1000,5000,0.4,001251,12,True,001251
1000,5000,0.4,001724,12,True,001724
1000,5000,0.4,002185,12,True,002185
1000,5000,0.45,000000,12,True,000000
1000,5000,0.45,001251,12,True,001255
1000,5000,0.45,001724,12,True,001724
1000,5000,0.45,002185,12,True,002185
1000,5000,0.5,000000,12,True,000000
1000,5000,0.5,001251,12,True,001260
1000,5000,0.5,001724,12,True,001724
1000,5000,0.5,002185,12,True,002185
1000,5000,0.55,000000,12,True,000000
1000,5000,0.55,001251,12,True,001260
1000,5000,0.55,001724,12,True,001724
1000,5000,0.55,002185,12,True,002225
1000,5000,0.6,000000,12,False,
1000,5000,0.6,001251,12,False,
1000,5000,0.6,001724,12,False,
1000,5000,0.6,002185,12,False,
1000,6000,0.4,000000,12,True,000000
1000,6000,0.4,001251,12,True,001251
1000,6000,0.4,001724,12,True,001724
1000,6000,0.4,002185,12,True,002185
1000,6000,0.45,000000,12,True,000000
1000,6000,0.45,001251,12,True,001255
1000,6000,0.45,001724,12,True,001724
1000,6000,0.45,002185,12,True,002185
1000,6000,0.5,000000,12,True,000000
1000,6000,0.5,001251,12,True,001260
1000,6000,0.5,001724,12,True,001724
1000,6000,0.5,002185,12,True,002185
1000,6000,0.55,000000,12,True,000000
1000,6000,0.55,001251,12,True,001260
1000,6000,0.55,001724,12,True,001724
1000,6000,0.55,002185,12,True,002225
1000,6000,0.6,000000,12,False,
1000,6000,0.6,001251,12,False,
1000,6000,0.6,001724,12,False,
1000,6000,0.6,002185,12,False,
2000,1000,0.4,000000,12,True,000000
2000,1000,0.4,001251,12,True,001251
2000,1000,0.4,001724,12,True,001724
2000,1000,0.4,002185,12,True,002185
2000,1000,0.45,000000,12,True,000000
2000,1000,0.45,001251,12,True,001251
2000,1000,0.45,001724,12,True,001724
2000,1000,0.45,002185,12,True,002185
2000,1000,0.5,000000,12,True,000000
2000,1000,0.5,001251,12,True,001251
2000,1000,0.5,001724,12,True,001724
2000,1000,0.5,002185,12,True,002185
2000,1000,0.55,000000,12,True,000000
2000,1000,0.55,001251,12,True,001260
2000,1000,0.55,001724,12,True,001724
2000,1000,0.55,002185,12,True,002225
2000,1000,0.6,000000,12,True,000022
2000,1000,0.6,001251,12,True,001276
2000,1000,0.6,001724,12,True,001767
2000,1000,0.6,002185,12,False,
2000,2000,0.4,000000,12,True,000000
2000,2000,0.4,001251,12,True,001251
2000,2000,0.4,001724,12,True,001724
2000,2000,0.4,002185,12,True,002185
2000,2000,0.45,000000,12,True,000000
2000,2000,0.45,001251,12,True,001251
2000,2000,0.45,001724,12,True,001724
2000,2000,0.45,002185,12,True,002185
2000,2000,0.5,000000,12,True,000000
2000,2000,0.5,001251,12,True,001251
2000,2000,0.5,001724,12,True,001724
2000,2000,0.5,002185,12,True,002185
2000,2000,0.55,000000,12,True,000000
2000,2000,0.55,001251,12,True,001260
2000,2000,0.55,001724,12,True,001724
2000,2000,0.55,002185,12,True,002225
2000,2000,0.6,000000,12,True,000022
2000,2000,0.6,001251,12,True,001276
2000,2000,0.6,001724,12,True,001767
2000,2000,0.6,002185,12,False,
2000,3000,0.4,000000,12,True,000000
2000,3000,0.4,001251,12,True,001251
2000,3000,0.4,001724,12,True,001724
2000,3000,0.4,002185,12,True,002185
2000,3000,0.45,000000,12,True,000000
2000,3000,0.45,001251,12,True,001251
2000,3000,0.45,001724,12,True,001724
2000,3000,0.45,002185,12,True,002185
2000,3000,0.5,000000,12,True,000000
2000,3000,0.5,001251,12,True,001251
2000,3000,0.5,001724,12,True,001724
2000,3000,0.5,002185,12,True,002185
2000,3000,0.55,000000,12,True,000000
2000,3000,0.55,001251,12,True,001260
2000,3000,0.55,001724,12,True,001724
2000,3000,0.55,002185,12,True,002225
2000,3000,0.6,000000,12,True,000022
2000,3000,0.6,001251,12,True,001276
2000,3000,0.6,001724,12,True,001767
2000,3000,0.6,002185,12,False,
2000,4000,0.4,000000,12,True,000000
2000,4000,0.4,001251,12,True,001251
2000,4000,0.4,001724,12,True,001724
2000,4000,0.4,002185,12,True,002185
2000,4000,0.45,000000,12,True,000000
2000,4000,0.45,001251,12,True,001251
2000,4000,0.45,001724,12,True,001724
2000,4000,0.45,002185,12,True,002185
2000,4000,0.5,000000,12,True,000000
2000,4000,0.5,001251,12,True,001251
2000,4000,0.5,001724,12,True,001724
2000,4000,0.5,002185,12,True,002185
2000,4000,0.55,000000,12,True,000000
2000,4000,0.55,001251,12,True,001260
2000,4000,0.55,001724,12,True,001724
2000,4000,0.55,002185,12,True,002225
2000,4000,0.6,000000,12,True,000022
2000,4000,0.6,001251,12,True,001276
2000,4000,0.6,001724,12,False,
2000,4000,0.6,002185,12,False,
2000,5000,0.4,000000,12,True,000000
2000,5000,0.4,001251,12,True,001251
2000,5000,0.4,001724,12,True,001724
2000,5000,0.4,002185,12,True,002185
2000,5000,0.45,000000,12,True,000000
2000,5000,0.45,001251,12,True,001255
2000,5000,0.45,001724,12,True,001724
2000,5000,0.45,002185,12,True,002185
2000,5000,0.5,000000,12,True,000000
2000,5000,0.5,001251,12,True,001260
2000,5000,0.5,001724,12,True,001724
2000,5000,0.5,002185,12,True,002185
2000,5000,0.55,000000,12,True,000000
2000,5000,0.55,001251,12,True,001260
2000,5000,0.55,001724,12,True,001724
2000,5000,0.55,002185,12,True,002225
2000,5000,0.6,000000,12,False,
2000,5000,0.6,001251,12,False,
2000,5000,0.6,001724,12,False,
2000,5000,0.6,002185,12,False,
2000,6000,0.4,000000,12,True,000000
2000,6000,0.4,001251,12,True,001251
2000,6000,0.4,001724,12,True,001724
2000,6000,0.4,002185,12,True,002185
2000,6000,0.45,000000,12,True,000000
2000,6000,0.45,001251,12,True,001255
2000,6000,0.45,001724,12,True,001724
2000,6000,0.45,002185,12,True,002185
2000,6000,0.5,000000,12,True,000000
2000,6000,0.5,001251,12,True,001260
2000,6000,0.5,001724,12,True,001724
2000,6000,0.5,002185,12,True,002185
2000,6000,0.55,000000,12,True,000000
2000,6000,0.55,001251,12,True,001260
2000,6000,0.55,001724,12,True,001724
2000,6000,0.55,002185,12,True,002225
2000,6000,0.6,000000,12,False,
2000,6000,0.6,001251,12,False,
2000,6000,0.6,001724,12,False,
2000,6000,0.6,002185,12,False,
3000,1000,0.4,000000,12,True,000000
3000,1000,0.4,001251,12,True,001251
3000,1000,0.4,001724,12,True,001724
3000,1000,0.4,002185,12,True,002185
3000,1000,0.45,000000,12,True,000000
3000,1000,0.45,001251,12,True,001251
3000,1000,0.45,001724,12,True,001724
3000,1000,0.45,002185,12,True,002185
3000,1000,0.5,000000,12,True,000000
3000,1000,0.5,001251,12,True,001251
3000,1000,0.5,001724,12,True,001724
3000,1000,0.5,002185,12,True,002185
3000,1000,0.55,000000,12,True,000000
3000,1000,0.55,001251,12,True,001260
3000,1000,0.55,001724,12,True,001724
3000,1000,0.55,002185,12,True,002225
3000,1000,0.6,000000,12,True,000022
3000,1000,0.6,001251,12,True,001276
3000,1000,0.6,001724,12,True,001767
3000,1000,0.6,002185,12,False,
3000,2000,0.4,000000,12,True,000000
3000,2000,0.4,001251,12,True,001251
3000,2000,0.4,001724,12,True,001724
3000,2000,0.4,002185,12,True,002185
3000,2000,0.45,000000,12,True,000000
3000,2000,0.45,001251,12,True,001251
3000,2000,0.45,001724,12,True,001724
3000,2000,0.45,002185,12,True,002185
3000,2000,0.5,000000,12,True,000000
3000,2000,0.5,001251,12,True,001251
3000,2000,0.5,001724,12,True,001724
3000,2000,0.5,002185,12,True,002185
3000,2000,0.55,000000,12,True,000000
3000,2000,0.55,001251,12,True,001260
3000,2000,0.55,001724,12,True,001724
3000,2000,0.55,002185,12,True,002225
3000,2000,0.6,000000,12,True,000022
3000,2000,0.6,001251,12,True,001276
3000,2000,0.6,001724,12,True,001767
3000,2000,0.6,002185,12,False,
3000,3000,0.4,000000,12,True,000000
3000,3000,0.4,001251,12,True,001251
3000,3000,0.4,001724,12,True,001724
3000,3000,0.4,002185,12,True,002185
3000,3000,0.45,000000,12,True,000000
3000,3000,0.45,001251,12,True,001251
3000,3000,0.45,001724,12,True,001724
3000,3000,0.45,002185,12,True,002185
3000,3000,0.5,000000,12,True,000000
3000,3000,0.5,001251,12,True,001251
3000,3000,0.5,001724,12,True,001724
3000,3000,0.5,002185,12,True,002185
3000,3000,0.55,000000,12,True,000000
3000,3000,0.55,001251,12,True,001260
3000,3000,0.55,001724,12,True,001724
3000,3000,0.55,002185,12,True,002225
3000,3000,0.6,000000,12,True,000022
3000,3000,0.6,001251,12,True,001276
3000,3000,0.6,001724,12,True,001767
3000,3000,0.6,002185,12,False,
3000,4000,0.4,000000,12,True,000000
3000,4000,0.4,001251,12,True,001251
3000,4000,0.4,001724,12,True,001724
3000,4000,0.4,002185,12,True,002185
3000,4000,0.45,000000,12,True,000000
3000,4000,0.45,001251,12,True,001251
3000,4000,0.45,001724,12,True,001724
3000,4000,0.45,002185,12,True,002185
3000,4000,0.5,000000,12,True,000000
3000,4000,0.5,001251,12,True,001251
3000,4000,0.5,001724,12,True,001724
3000,4000,0.5,002185,12,True,002185
3000,4000,0.55,000000,12,True,000000
3000,4000,0.55,001251,12,True,001260
3000,4000,0.55,001724,12,True,001724
3000,4000,0.55,002185,12,True,002225
3000,4000,0.6,000000,12,True,000022
3000,4000,0.6,001251,12,True,001276
3000,4000,0.6,001724,12,False,
3000,4000,0.6,002185,12,False,
3000,5000,0.4,000000,12,True,000000
3000,5000,0.4,001251,12,True,001251
3000,5000,0.4,001724,12,True,001724
3000,5000,0.4,002185,12,True,002185
3000,5000,0.45,000000,12,True,000000
3000,5000,0.45,001251,12,True,001255
3000,5000,0.45,001724,12,True,001724
3000,5000,0.45,002185,12,True,002185
3000,5000,0.5,000000,12,True,000000
3000,5000,0.5,001251,12,True,001260
3000,5000,0.5,001724,12,True,001724
3000,5000,0.5,002185,12,True,002185
3000,5000,0.55,000000,12,True,000000
3000,5000,0.55,001251,12,True,001260
3000,5000,0.55,001724,12,True,001724
3000,5000,0.55,002185,12,True,002225
3000,5000,0.6,000000,12,False,
3000,5000,0.6,001251,12,False,
3000,5000,0.6,001724,12,False,
3000,5000,0.6,002185,12,False,
3000,6000,0.4,000000,12,True,000000
3000,6000,0.4,001251,12,True,001251
3000,6000,0.4,001724,12,True,001724
3000,6000,0.4,002185,12,True,002185
3000,6000,0.45,000000,12,True,000000
3000,6000,0.45,001251,12,True,001255
3000,6000,0.45,001724,12,True,001724
3000,6000,0.45,002185,12,True,002185
3000,6000,0.5,000000,12,True,000000
3000,6000,0.5,001251,12,True,001260
3000,6000,0.5,001724,12,True,001724
3000,6000,0.5,002185,12,True,002185
3000,6000,0.55,000000,12,True,000000
3000,6000,0.55,001251,12,True,001260
3000,6000,0.55,001724,12,True,001724
3000,6000,0.55,002185,12,True,002225
3000,6000,0.6,000000,12,False,
3000,6000,0.6,001251,12,False,
3000,6000,0.6,001724,12,False,
3000,6000,0.6,002185,12,False,
4000,1000,0.4,000000,12,True,000000
4000,1000,0.4,001251,12,True,001251
4000,1000,0.4,001724,12,True,001724
4000,1000,0.4,002185,12,True,002185
4000,1000,0.45,000000,12,True,000000
4000,1000,0.45,001251,12,True,001251
4000,1000,0.45,001724,12,True,001724
4000,1000,0.45,002185,12,True,002185
4000,1000,0.5,000000,12,True,000000
4000,1000,0.5,001251,12,True,001251
4000,1000,0.5,001724,12,True,001724
4000,1000,0.5,002185,12,True,002185
4000,1000,0.55,000000,12,True,000000
4000,1000,0.55,001251,12,True,001260
4000,1000,0.55,001724,12,True,001724
4000,1000,0.55,002185,12,True,002225
4000,1000,0.6,000000,12,True,000022
4000,1000,0.6,001251,12,True,001276
4000,1000,0.6,001724,12,True,001767
4000,1000,0.6,002185,12,False,
4000,2000,0.4,000000,12,True,000000
4000,2000,0.4,001251,12,True,001251
4000,2000,0.4,001724,12,True,001724
4000,2000,0.4,002185,12,True,002185
4000,2000,0.45,000000,12,True,000000
4000,2000,0.45,001251,12,True,001251
4000,2000,0.45,001724,12,True,001724
4000,2000,0.45,002185,12,True,002185
4000,2000,0.5,000000,12,True,000000
4000,2000,0.5,001251,12,True,001251
4000,2000,0.5,001724,12,True,001724
4000,2000,0.5,002185,12,True,002185
4000,2000,0.55,000000,12,True,000000
4000,2000,0.55,001251,12,True,001260
4000,2000,0.55,001724,12,True,001724
4000,2000,0.55,002185,12,True,002225
4000,2000,0.6,000000,12,True,000022
4000,2000,0.6,001251,12,True,001276
4000,2000,0.6,001724,12,True,001767
4000,2000,0.6,002185,12,False,
4000,3000,0.4,000000,12,True,000000
4000,3000,0.4,001251,12,True,001251
4000,3000,0.4,001724,12,True,001724
4000,3000,0.4,002185,12,True,002185
4000,3000,0.45,000000,12,True,000000
4000,3000,0.45,001251,12,True,001251
4000,3000,0.45,001724,12,True,001724
4000,3000,0.45,002185,12,True,002185
4000,3000,0.5,000000,12,True,000000
4000,3000,0.5,001251,12,True,001251
4000,3000,0.5,001724,12,True,001724
4000,3000,0.5,002185,12,True,002185
4000,3000,0.55,000000,12,True,000000
4000,3000,0.55,001251,12,True,001260
4000,3000,0.55,001724,12,True,001724
4000,3000,0.55,002185,12,True,002225
4000,3000,0.6,000000,12,True,000022
4000,3000,0.6,001251,12,True,001276
4000,3000,0.6,001724,12,True,001767
4000,3000,0.6,002185,12,False,
4000,4000,0.4,000000,12,True,000000
4000,4000,0.4,001251,12,True,001251
4000,4000,0.4,001724,12,True,001724
4000,4000,0.4,002185,12,True,002185
4000,4000,0.45,000000,12,True,000000
4000,4000,0.45,001251,12,True,001251
4000,4000,0.45,001724,12,True,001724
4000,4000,0.45,002185,12,True,002185
4000,4000,0.5,000000,12,True,000000
4000,4000,0.5,001251,12,True,001251
4000,4000,0.5,001724,12,True,001724
4000,4000,0.5,002185,12,True,002185
4000,4000,0.55,000000,12,True,000000
4000,4000,0.55,001251,12,True,001260
4000,4000,0.55,001724,12,True,001724
4000,4000,0.55,002185,12,True,002225
4000,4000,0.6,000000,12,True,000022
4000,4000,0.6,001251,12,True,001276
4000,4000,0.6,001724,12,False,
4000,4000,0.6,002185,12,False,
4000,5000,0.4,000000,12,True,000000
4000,5000,0.4,001251,12,True,001251
4000,5000,0.4,001724,12,True,001724
4000,5000,0.4,002185,12,True,002185
4000,5000,0.45,000000,12,True,000000
4000,5000,0.45,001251,12,True,001255
4000,5000,0.45,001724,12,True,001724
4000,5000,0.45,002185,12,True,002185
4000,5000,0.5,000000,12,True,000000
4000,5000,0.5,001251,12,True,001260
4000,5000,0.5,001724,12,True,001724
4000,5000,0.5,002185,12,True,002185
4000,5000,0.55,000000,12,True,000000
4000,5000,0.55,001251,12,True,001260
4000,5000,0.55,001724,12,True,001724
4000,5000,0.55,002185,12,True,002225
4000,5000,0.6,000000,12,False,
4000,5000,0.6,001251,12,False,
4000,5000,0.6,001724,12,False,
4000,5000,0.6,002185,12,False,
4000,6000,0.4,000000,12,True,000000
4000,6000,0.4,001251,12,True,001251
4000,6000,0.4,001724,12,True,001724
4000,6000,0.4,002185,12,True,002185
4000,6000,0.45,000000,12,True,000000
4000,6000,0.45,001251,12,True,001255
4000,6000,0.45,001724,12,True,001724
4000,6000,0.45,002185,12,True,002185
4000,6000,0.5,000000,12,True,000000
4000,6000,0.5,001251,12,True,001260
4000,6000,0.5,001724,12,True,001724
4000,6000,0.5,002185,12,True,002185
4000,6000,0.55,000000,12,True,000000
4000,6000,0.55,001251,12,True,001260
4000,6000,0.55,001724,12,True,001724
4000,6000,0.55,002185,12,True,002225
4000,6000,0.6,000000,12,False,
4000,6000,0.6,001251,12,False,
4000,6000,0.6,001724,12,False,
4000,6000,0.6,002185,12,False,
5000,1000,0.4,000000,12,True,000000
5000,1000,0.4,001251,12,True,001251
5000,1000,0.4,001724,12,True,001724
5000,1000,0.4,002185,12,True,002185
5000,1000,0.45,000000,12,True,000000
5000,1000,0.45,001251,12,True,001251
5000,1000,0.45,001724,12,True,001724
5000,1000,0.45,002185,12,True,002185
5000,1000,0.5,000000,12,True,000000
5000,1000,0.5,001251,12,True,001251
5000,1000,0.5,001724,12,True,001724
5000,1000,0.5,002185,12,True,002185
5000,1000,0.55,000000,12,True,000000
5000,1000,0.55,001251,12,True,001260
5000,1000,0.55,001724,12,True,001724
5000,1000,0.55,002185,12,True,002225
5000,1000,0.6,000000,12,True,000022
5000,1000,0.6,001251,12,True,001276
5000,1000,0.6,001724,12,False,
5000,1000,0.6,002185,12,False,
5000,2000,0.4,000000,12,True,000000
5000,2000,0.4,001251,12,True,001251
5000,2000,0.4,001724,12,True,001724
5000,2000,0.4,002185,12,True,002185
5000,2000,0.45,000000,12,True,000000
5000,2000,0.45,001251,12,True,001251
5000,2000,0.45,001724,12,True,001724
5000,2000,0.45,002185,12,True,002185
5000,2000,0.5,000000,12,True,000000
5000,2000,0.5,001251,12,True,001251
5000,2000,0.5,001724,12,True,001724
5000,2000,0.5,002185,12,True,002185
5000,2000,0.55,000000,12,True,000000
5000,2000,0.55,001251,12,True,001260
5000,2000,0.55,001724,12,True,001724
5000,2000,0.55,002185,12,True,002225
5000,2000,0.6,000000,12,True,000022
5000,2000,0.6,001251,12,True,001276
5000,2000,0.6,001724,12,False,
5000,2000,0.6,002185,12,False,
5000,3000,0.4,000000,12,True,000000
5000,3000,0.4,001251,12,True,001251
5000,3000,0.4,001724,12,True,001724
5000,3000,0.4,002185,12,True,002185
5000,3000,0.45,000000,12,True,000000
5000,3000,0.45,001251,12,True,001251
5000,3000,0.45,001724,12,True,001724
5000,3000,0.45,002185,12,True,002185
5000,3000,0.5,000000,12,True,000000
5000,3000,0.5,001251,12,True,001251
5000,3000,0.5,001724,12,True,001724
5000,3000,0.5,002185,12,True,002185
5000,3000,0.55,000000,12,True,000000
5000,3000,0.55,001251,12,True,001260
5000,3000,0.55,001724,12,True,001724
5000,3000,0.55,002185,12,True,002225
5000,3000,0.6,000000,12,True,000022
5000,3000,0.6,001251,12,True,001276
5000,3000,0.6,001724,12,False,
5000,3000,0.6,002185,12,False,
5000,4000,0.4,000000,12,True,000000
5000,4000,0.4,001251,12,True,001251
5000,4000,0.4,001724,12,True,001724
5000,4000,0.4,002185,12,True,002185
5000,4000,0.45,000000,12,True,000000
5000,4000,0.45,001251,12,True,001251
5000,4000,0.45,001724,12,True,001724
5000,4000,0.45,002185,12,True,002185
5000,4000,0.5,000000,12,True,000000
5000,4000,0.5,001251,12,True,001251
5000,4000,0.5,001724,12,True,001724
5000,4000,0.5,002185,12,True,002185
5000,4000,0.55,000000,12,True,000000
5000,4000,0.55,001251,12,True,001260
5000,4000,0.55,001724,12,True,001724
5000,4000,0.55,002185,12,True,002225
5000,4000,0.6,000000,12,True,000022
5000,4000,0.6,001251,12,True,001276
5000,4000,0.6,001724,12,False,
5000,4000,0.6,002185,12,False,
5000,5000,0.4,000000,12,True,000000
5000,5000,0.4,001251,12,True,001251
5000,5000,0.4,001724,12,True,001724
5000,5000,0.4,002185,12,True,002185
5000,5000,0.45,000000,12,True,000000
5000,5000,0.45,001251,12,True,001255
5000,5000,0.45,001724,12,True,001724
5000,5000,0.45,002185,12,True,002185
5000,5000,0.5,000000,12,True,000000
5000,5000,0.5,001251,12,True,001260
5000,5000,0.5,001724,12,True,001724
5000,5000,0.5,002185,12,True,002185
5000,5000,0.55,000000,12,True,000000
5000,5000,0.55,001251,12,True,001260
5000,5000,0.55,001724,12,True,001724
5000,5000,0.55,002185,12,True,002225
5000,5000,0.6,000000,12,False,
5000,5000,0.6,001251,12,False,
5000,5000,0.6,001724,12,False,
5000,5000,0.6,002185,12,False,
5000,6000,0.4,000000,12,True,000000
5000,6000,0.4,001251,12,True,001251
5000,6000,0.4,001724,12,True,001724
5000,6000,0.4,002185,12,True,002185
5000,6000,0.45,000000,12,True,000000
5000,6000,0.45,001251,12,True,001255
5000,6000,0.45,001724,12,True,001724
5000,6000,0.45,002185,12,True,002185
5000,6000,0.5,000000,12,True,000000
5000,6000,0.5,001251,12,True,001260
5000,6000,0.5,001724,12,True,001724
5000,6000,0.5,002185,12,True,002185
5000,6000,0.55,000000,12,True,000000
5000,6000,0.55,001251,12,True,001260
5000,6000,0.55,001724,12,True,001724
5000,6000,0.55,002185,12,True,002225
5000,6000,0.6,000000,12,False,
5000,6000,0.6,001251,12,False,
5000,6000,0.6,001724,12,False,
5000,6000,0.6,002185,12,False,
6000,1000,0.4,000000,12,True,000000
6000,1000,0.4,001251,12,True,001251
6000,1000,0.4,001724,12,True,001724
6000,1000,0.4,002185,12,True,002185
6000,1000,0.45,000000,12,True,000000
6000,1000,0.45,001251,12,True,001255
6000,1000,0.45,001724,12,True,001724
6000,1000,0.45,002185,12,True,002185
6000,1000,0.5,000000,12,True,000000
6000,1000,0.5,001251,12,True,001260
6000,1000,0.5,001724,12,True,001724
6000,1000,0.5,002185,12,True,002185
6000,1000,0.55,000000,12,True,000000
6000,1000,0.55,001251,12,True,001260
6000,1000,0.55,001724,12,True,001724
6000,1000,0.55,002185,12,True,002225
6000,1000,0.6,000000,12,True,000022
6000,1000,0.6,001251,12,True,001276
6000,1000,0.6,001724,12,False,
6000,1000,0.6,002185,12,False,
6000,2000,0.4,000000,12,True,000000
6000,2000,0.4,001251,12,True,001251
6000,2000,0.4,001724,12,True,001724
6000,2000,0.4,002185,12,True,002185
6000,2000,0.45,000000,12,True,000000
6000,2000,0.45,001251,12,True,001255
6000,2000,0.45,001724,12,True,001724
6000,2000,0.45,002185,12,True,002185
6000,2000,0.5,000000,12,True,000000
6000,2000,0.5,001251,12,True,001260
6000,2000,0.5,001724,12,True,001724
6000,2000,0.5,002185,12,True,002185
6000,2000,0.55,000000,12,True,000000
6000,2000,0.55,001251,12,True,001260
6000,2000,0.55,001724,12,True,001724
6000,2000,0.55,002185,12,True,002225
6000,2000,0.6,000000,12,True,000022
6000,2000,0.6,001251,12,True,001276
6000,2000,0.6,001724,12,False,
6000,2000,0.6,002185,12,False,
6000,3000,0.4,000000,12,True,000000
6000,3000,0.4,001251,12,True,001251
6000,3000,0.4,001724,12,True,001724
6000,3000,0.4,002185,12,True,002185
6000,3000,0.45,000000,12,True,000000
6000,3000,0.45,001251,12,True,001255
6000,3000,0.45,001724,12,True,001724
6000,3000,0.45,002185,12,True,002185
6000,3000,0.5,000000,12,True,000000
6000,3000,0.5,001251,12,True,001260
6000,3000,0.5,001724,12,True,001724
6000,3000,0.5,002185,12,True,002185
6000,3000,0.55,000000,12,True,000000
6000,3000,0.55,001251,12,True,001260
6000,3000,0.55,001724,12,True,001724
6000,3000,0.55,002185,12,True,002225
6000,3000,0.6,000000,12,True,000022
6000,3000,0.6,001251,12,True,001276
6000,3000,0.6,001724,12,False,
6000,3000,0.6,002185,12,False,
6000,4000,0.4,000000,12,True,000000
6000,4000,0.4,001251,12,True,001251
6000,4000,0.4,001724,12,True,001724
6000,4000,0.4,002185,12,True,002185
6000,4000,0.45,000000,12,True,000000
6000,4000,0.45,001251,12,True,001255
6000,4000,0.45,001724,12,True,001724
6000,4000,0.45,002185,12,True,002185
6000,4000,0.5,000000,12,True,000000
6000,4000,0.5,001251,12,True,001260
6000,4000,0.5,001724,12,True,001724
6000,4000,0.5,002185,12,True,002185
6000,4000,0.55,000000,12,True,000000
6000,4000,0.55,001251,12,True,001260
6000,4000,0.55,001724,12,True,001724
6000,4000,0.55,002185,12,True,002225
6000,4000,0.6,000000,12,True,000022
6000,4000,0.6,001251,12,True,001276
6000,4000,0.6,001724,12,False,
6000,4000,0.6,002185,12,False,
6000,5000,0.4,000000,12,True,000000
6000,5000,0.4,001251,12,True,001251
6000,5000,0.4,001724,12,True,001724
6000,5000,0.4,002185,12,True,002185
6000,5000,0.45,000000,12,True,000000
6000,5000,0.45,001251,12,True,001255
6000,5000,0.45,001724,12,True,001724
6000,5000,0.45,002185,12,True,002185
6000,5000,0.5,000000,12,True,000000
6000,5000,0.5,001251,12,True,001260
6000,5000,0.5,001724,12,True,001724
6000,5000,0.5,002185,12,True,002185
6000,5000,0.55,000000,12,True,000000
6000,5000,0.55,001251,12,True,001260
6000,5000,0.55,001724,12,True,001724
6000,5000,0.55,002185,12,True,002225
6000,5000,0.6,000000,12,False,
6000,5000,0.6,001251,12,False,
6000,5000,0.6,001724,12,False,
6000,5000,0.6,002185,12,False,
6000,6000,0.4,000000,12,True,000000
6000,6000,0.4,001251,12,True,001251
6000,6000,0.4,001724,12,True,001724
6000,6000,0.4,002185,12,True,002185
