frame,stage,score,bbox_area,mask_area,depth_valid_ratio,reasons
001762,no_ism_candidate,0.568591833114624,6670.0,5102.0,0.9860838886711094,mask_area_below_min;bbox_area_below_min
001767,no_ism_candidate,0.6135616302490234,4284.0,3214.0,0.9810205351586808,mask_area_below_min;bbox_area_below_min
001772,no_ism_candidate,0.604866623878479,4905.0,3352.0,0.9806085918854416,mask_area_below_min;bbox_area_below_min
001777,no_ism_candidate,0.6257858872413635,4018.0,2870.0,0.9843205574912892,mask_area_below_min;bbox_area_below_min
001782,no_ism_candidate,0.603978157043457,4995.0,3557.0,0.9811639021647456,mask_area_below_min;bbox_area_below_min
001787,no_ism_candidate,0.5918126106262207,4428.0,3138.0,0.9815168897386871,mask_area_below_min;bbox_area_below_min
001792,no_ism_candidate,0.5852455496788025,4746.0,3330.0,0.9624624624624625,mask_area_below_min;bbox_area_below_min
001797,no_ism_candidate,0.610693633556366,4410.0,3011.0,0.9877117236798406,mask_area_below_min;bbox_area_below_min
001803,no_ism_candidate,0.5799246430397034,5175.0,3373.0,0.9833975689297362,mask_area_below_min;bbox_area_below_min
002185,no_ism_candidate,0.5067683458328247,590.0,191.0,0.0,final_score_below_min;mask_area_below_min;bbox_area_below_min;depth_valid_ratio_below_min
002189,no_ism_candidate,0.5299781560897827,261.0,198.0,0.8232323232323232,final_score_below_min;mask_area_below_min;bbox_area_below_min
002194,no_ism_candidate,0.512535810470581,8732.0,6613.0,0.9794344473007712,final_score_below_min;mask_area_below_min;bbox_area_below_min
002200,no_ism_candidate,0.5149255394935608,7632.0,5821.0,0.9888335337570864,final_score_below_min;mask_area_below_min;bbox_area_below_min
002204,no_ism_candidate,0.5227448344230652,8379.0,6167.0,0.9792443651694503,final_score_below_min;mask_area_below_min;bbox_area_below_min
002210,no_ism_candidate,0.5418936014175415,11396.0,8631.0,0.9389410265322674,final_score_below_min;mask_area_below_min
002215,no_ism_candidate,0.5491615533828735,11250.0,8819.0,0.8828665381562535,final_score_below_min;mask_area_below_min
002220,no_ism_candidate,0.5395119786262512,11324.0,8548.0,0.9113242863827796,final_score_below_min;mask_area_below_min
002225,no_ism_candidate,0.5503858327865601,11856.0,8851.0,0.905434414190487,mask_area_below_min
002231,no_ism_candidate,0.5607035160064697,8151.0,5414.0,0.9922423346878463,mask_area_below_min;bbox_area_below_min
002236,no_ism_candidate,0.5140883922576904,12432.0,9402.0,0.9366092320782812,final_score_below_min
002241,no_ism_candidate,0.5202692747116089,8493.0,4023.0,0.8443947303007706,final_score_below_min;mask_area_below_min;bbox_area_below_min
002247,no_ism_candidate,0.557368814945221,7008.0,3771.0,0.7708830548926014,mask_area_below_min;bbox_area_below_min;depth_valid_ratio_below_min
002252,no_ism_candidate,0.5091333389282227,11218.0,7421.0,0.9871984907694381,final_score_below_min;mask_area_below_min
002258,no_ism_candidate,0.4926927387714386,17762.0,12919.0,0.9285548417060144,final_score_below_min
002263,no_ism_candidate,0.531413733959198,20792.0,15552.0,0.675733024691358,final_score_below_min;depth_valid_ratio_below_min
002268,no_ism_candidate,0.5419027805328369,15747.0,12456.0,0.34192357096981374,final_score_below_min;depth_valid_ratio_below_min
002273,no_ism_candidate,0.5346280932426453,10836.0,7714.0,0.23891625615763548,final_score_below_min;mask_area_below_min;depth_valid_ratio_below_min
002278,no_ism_candidate,0.4531633257865906,30866.0,19035.0,0.521618071972682,final_score_below_min;depth_valid_ratio_below_min
002283,no_ism_candidate,0.42227500677108765,8366.0,7419.0,0.9099609111740127,final_score_below_min;mask_area_below_min;bbox_area_below_min
002288,no_ism_candidate,0.4609898626804352,7611.0,4530.0,0.02891832229580574,final_score_below_min;mask_area_below_min;bbox_area_below_min;depth_valid_ratio_below_min
002292,no_ism_candidate,0.4850189983844757,8225.0,6064.0,0.07222955145118734,final_score_below_min;mask_area_below_min;bbox_area_below_min;depth_valid_ratio_below_min
002295,no_ism_candidate,0.5207490921020508,11072.0,7955.0,0.26159648020113135,final_score_below_min;mask_area_below_min;depth_valid_ratio_below_min
002299,no_ism_candidate,0.5127741694450378,15824.0,12319.0,0.3937819628216576,final_score_below_min;depth_valid_ratio_below_min
002304,no_ism_candidate,0.5274018049240112,21045.0,15358.0,0.6846594608673005,final_score_below_min;depth_valid_ratio_below_min
002309,no_ism_candidate,0.5268433094024658,18684.0,12615.0,0.9227903289734443,final_score_below_min
002314,survived,0.559701681137085,17271.0,12862.0,0.8760690405846681,
002319,survived,0.5572298765182495,16900.0,12509.0,0.9044687824766169,
002324,temporal_jump_reject,0.5563861131668091,16900.0,12539.0,0.9200095701411596,
002329,temporal_jump_reject,0.5594950914382935,16731.0,12359.0,0.9113196860587426,
002334,no_ism_candidate,0.5498685240745544,16830.0,12358.0,0.9295193396989804,final_score_below_min
002336,temporal_jump_reject,0.560552716255188,17069.0,12119.0,0.9137717633468108,
