group,dataset,outdir,frame,candidate_score,pose_confidence,bbox,bbox_area,mask_area,candidate_depth_valid_ratio,semantic,appearance,geometric,visible_ratio,score_margin,tx,ty,tz,mask_depth_valid_ratio,mask_depth_median_mm,mask_depth_mean_mm,mask_depth_std_mm,mask_depth_iqr_mm,object_center_depth_mm,center_patch_depth_mm,center_depth_abs_error_mm,mask_median_depth_abs_error_mm,projected_point_depth_residual_mm,projected_point_depth_valid_ratio,projected_bbox,projected_bbox_iou,render_mask_iou_approx,bbox_center_distance_px,bbox_scale_ratio,correspondence_count,inlier_count,reprojection_error
SLAM_hidden_FP,SLAM_with_milk_nomilk,improved_recall_recovery,001245,0.5192379951477051,0.5192,"[469, 165, 68, 143]",9724.0,8502,0.9671841919548342,0.5300240516662598,0.569060206413269,0.4476534426212311,0.846666693687439,0.049262166023254395,315.79998779296875,69.0999984741211,665.0,0.9671841919548342,624.0,630.076249543962,13.578652793672223,15.0,665.0,624.0,41.0,41.0,11.662959582875772,0.9996,"[468.3408110740465, 174.5091267507394, 72.58862147389021, 121.53162775767262]",0.803775710153523,0.8316943596699446,2.0431333284552564,1.1022677132712024,not_logged,not_logged,not_logged
SLAM_hidden_FP,SLAM_with_milk_nomilk,improved_recall_recovery,001720,0.5628148913383484,0.5628,"[22, 216, 78, 131]",10218.0,7259,0.9329108692657391,0.5982966423034668,0.6698452830314636,0.41436463594436646,0.9599999785423279,0.022994637489318848,-456.70001220703125,139.8000030517578,702.0,0.9329108692657391,660.0,664.4812463083284,14.842441949702717,24.0,702.0,669.0,33.0,42.0,11.367171386966902,0.9982,"[20.379334555379717, 218.4696786063338, 79.81081132509911, 116.61845728066174]",0.8721917620409987,0.8067858067858068,4.77496736548467,1.0978345154921494,not_logged,not_logged,not_logged
SLAM_hidden_FP,SLAM_with_milk_nomilk,improved_recall_recovery,001808,0.5826863646507263,0.5776,"[377, 194, 41, 102]",4182.0,3156,0.988276299112801,0.576337993144989,0.7183713316917419,0.44701874256134033,0.95333331823349,0.016246557235717773,92.42350412308427,80.72282445702719,766.4659218666869,0.988276299112801,750.0,750.9403655017634,7.160973906212271,9.0,766.4659218666869,768.0,1.5340781333130735,16.465921866686926,29.638224340156853,0.658,"[335.77895292658695, 191.38455481884165, 59.48758922106674, 103.97299932514]",0.21741755577292537,0.07410795974382434,32.018715442335804,0.6761407126136363,not_logged,not_logged,not_logged
only_Milk_normal_sample,only_Milk,jitter_recall_smoothing,000000,0.6299417018890381,0.6287,"[246, 256, 47, 140]",6580.0,6098,0.9916366021646441,0.6248686909675598,0.7267884612083435,0.5381679534912109,1.0,0.046844542026519775,-89.69999694824219,209.10000610351562,657.7000122070312,0.9916366021646441,632.0,633.3987101041839,11.471044859708442,13.0,657.7000122070312,621.0,36.70001220703125,25.70001220703125,11.741561648433844,0.999,"[247.5263305088477, 258.7463319211816, 46.251934493190674, 118.49388194222496]",0.8075800728792674,0.812078431372549,8.089219313040811,1.200604769341859,not_logged,not_logged,not_logged
only_Milk_normal_sample,only_Milk,jitter_recall_smoothing,000095,0.6263000965118408,0.6257,"[208, 276, 59, 132]",7788.0,7321,0.986750443928425,0.6487627029418945,0.7653327584266663,0.46313992142677307,0.9897959232330322,0.01983565092086792,-114.60597673988232,196.4343923933367,532.695056140954,0.986750443928425,492.0,493.4408914728682,7.743292391281752,11.0,532.695056140954,485.0,47.695056140953966,40.695056140953966,9.826271826760262,0.7172,"[185.08073989795443, 249.87522170799062, 83.24352397506672, 156.65010362959956]",0.5866479941458854,0.5337766213741929,17.52194099917858,0.597234378885047,not_logged,not_logged,not_logged
only_Milk_normal_sample,only_Milk,jitter_recall_smoothing,000190,0.624894917011261,0.5974,"[289, 271, 42, 115]",4830.0,4625,0.9974054054054055,0.6363899111747742,0.7375802993774414,0.4981273412704468,0.9795918464660645,0.05011206865310669,30.648107716704423,205.7309743982753,663.5307345587973,0.9974054054054055,670.0,671.2089746368957,7.075673289020751,11.0,663.5307345587973,800.0,136.46926544120265,6.469265441202651,1003.7620919193672,0.398,"[318.7387743426076, 254.90018409693798, 53.547035799189985, 123.5797225972315]",0.13009885711178604,0.11420642544561853,37.424563164513806,0.7299018764230414,not_logged,not_logged,not_logged
only_Milk_normal_sample,only_Milk,jitter_recall_smoothing,000285,0.6190243363380432,0.619,"[417, 263, 54, 129]",6966.0,6180,0.9954692556634305,0.6499546766281128,0.7524271011352539,0.4546912610530853,1.0,0.0007624626159667969,213.74191409780636,201.7870104381201,596.2713687493264,0.9954692556634305,609.0,610.122399219766,8.310173170211742,11.0,596.2713687493264,598.0,1.7286312506736294,12.72863125067363,27.901365467191567,0.9976,"[430.67637307391766, 254.02460468431482, 61.44601081183578, 133.1014090597113]",0.4936427116673263,0.4933025911286781,18.726711242605212,0.8517401583153831,not_logged,not_logged,not_logged
only_Milk_normal_sample,only_Milk,jitter_recall_smoothing,000380,0.6300907135009766,0.6301,"[328, 252, 60, 162]",9720.0,8754,0.9788668037468585,0.6002804040908813,0.7327224612236023,0.5565187335014343,0.9897959232330322,0.06230771541595459,59.57988913994419,179.82866526698734,519.743592089564,0.9788668037468585,506.0,507.9204107830552,9.814380194451513,13.0,519.743592089564,499.0,20.743592089564004,13.743592089564004,1135.3239812449526,0.2918,"[280.6918855147152, 242.55614043984042, 115.15667629171475, 160.55340348673474]",0.4736426022628145,0.3920711845554938,22.195386288041686,0.5257237862067761,not_logged,not_logged,not_logged
only_Milk_normal_sample,only_Milk,jitter_recall_smoothing,000475,0.5607824921607971,0.5608,"[356, 261, 55, 140]",7700.0,6984,0.854381443298969,0.5872501134872437,0.6842730045318604,0.40011322498321533,0.9333333373069763,0.003968417644500732,66.9849450354285,202.76417833086686,586.2833161775505,0.854381443298969,587.0,590.0796044913692,13.514178217041193,15.0,586.2833161775505,588.0,1.716683822449454,0.716683822449454,32.3312237264455,0.932,"[336.86137491775753, 254.91330116945963, 57.91408562558428, 136.53394394218552]",0.4794872047816253,0.4373700366372908,19.333558381935475,0.9737912901279886,not_logged,not_logged,not_logged
only_Milk_normal_sample,only_Milk,jitter_recall_smoothing,000575,0.5762823820114136,0.5763,"[271, 275, 42, 97]",4074.0,4111,1.0,0.6186379790306091,0.6673411726951599,0.4161849617958069,0.8333333134651184,0.030725598335266113,-21.20130234895302,155.90945253203753,622.1832315259264,1.0,591.0,591.9333495499878,8.83610791902063,12.0,622.1832315259264,599.0,23.18323152592643,31.18323152592643,127.40439434542884,0.3942,"[244.55533252989076, 260.8125854922166, 96.3023111637215, 117.6204887124]",0.35966761511081013,0.5051034873830451,3.9410117782589267,0.3596676151108101,not_logged,not_logged,not_logged
